"player","salary","season_end","season_start","team","team_name"
"Alvin Williams",5500000,2004,2003,"TOR","Toronto Raptors "
"Donyell Marshall",4605196,2004,2003,"TOR","Toronto Raptors "
"Lamond Murray",4500000,2004,2003,"TOR","Toronto Raptors "
"Eric Montross",2960000,2004,2003,"TOR","Toronto Raptors "
"Chris Bosh",2911320,2004,2003,"TOR","Toronto Raptors "
"Michael Curry",2800000,2004,2003,"TOR","Toronto Raptors "
"Nate Huffman",1760000,2004,2003,"TOR","Toronto Raptors "
"Morris Peterson",1646079,2004,2003,"TOR","Toronto Raptors "
"Jerome Moiso",1600000,2004,2003,"TOR","Toronto Raptors "
"Michael Bradley",1292040,2004,2003,"TOR","Toronto Raptors "
"Milt Palacio",688679,2004,2003,"TOR","Toronto Raptors "
"Mengke Bateer",636679,2004,2003,"TOR","Toronto Raptors "
"Lonny Baxter",636679,2004,2003,"TOR","Toronto Raptors "
"Roger Mason",563679,2004,2003,"TOR","Toronto Raptors "
"Jalen Rose",14487000,2005,2004,"TOR","Toronto Raptors "
"Alvin Williams",5850000,2005,2004,"TOR","Toronto Raptors "
"Alonzo Mourning",5408700,2005,2004,"TOR","Toronto Raptors "
"Donyell Marshall",5023850,2005,2004,"TOR","Toronto Raptors "
"Lamond Murray",4875000,2005,2004,"TOR","Toronto Raptors "
"Morris Peterson",4400000,2005,2004,"TOR","Toronto Raptors "
"Aaron Williams",3790257,2005,2004,"TOR","Toronto Raptors "
"Eric Williams",3580000,2005,2004,"TOR","Toronto Raptors "
"Rafer Alston",3500000,2005,2004,"TOR","Toronto Raptors "
"Chris Bosh",3129720,2005,2004,"TOR","Toronto Raptors "
"Rafael Araujo",2082720,2005,2004,"TOR","Toronto Raptors "
"Jerome Moiso",1760000,2005,2004,"TOR","Toronto Raptors "
"Nate Huffman",1280000,2005,2004,"TOR","Toronto Raptors "
"Milt Palacio",807546,2005,2004,"TOR","Toronto Raptors "
"Loren Woods",755000,2005,2004,"TOR","Toronto Raptors "
"Matt Bonner",385277,2005,2004,"TOR","Toronto Raptors "
"Pape Sow",385277,2005,2004,"TOR","Toronto Raptors "
"Roger Mason",203428,2005,2004,"TOR","Toronto Raptors "
"Jalen Rose",15694250,2006,2005,"TOR","Toronto Raptors "
"Alvin Williams",6300000,2006,2005,"TOR","Toronto Raptors "
"Lamond Murray",5250000,2006,2005,"TOR","Toronto Raptors "
"Morris Peterson",4550000,2006,2005,"TOR","Toronto Raptors "
"Alonzo Mourning",4000000,2006,2005,"TOR","Toronto Raptors "
"Eric Williams",3938000,2006,2005,"TOR","Toronto Raptors "
"Mike James",3410000,2006,2005,"TOR","Toronto Raptors "
"Aaron Williams",3375000,2006,2005,"TOR","Toronto Raptors "
"Chris Bosh",3348000,2006,2005,"TOR","Toronto Raptors "
"Charlie Villanueva",2360880,2006,2005,"TOR","Toronto Raptors "
"Rafael Araujo",2238960,2006,2005,"TOR","Toronto Raptors "
"Jose Calderon",2190000,2006,2005,"TOR","Toronto Raptors "
"Matt Bonner",2000000,2006,2005,"TOR","Toronto Raptors "
"Joey Graham",1388400,2006,2005,"TOR","Toronto Raptors "
"Darrick Martin",946646,2006,2005,"TOR","Toronto Raptors "
"Loren Woods",780000,2006,2005,"TOR","Toronto Raptors "
"Pape Sow",641748,2006,2005,"TOR","Toronto Raptors "
"Rasho Nesterovic",7280000,2007,2006,"TOR","Toronto Raptors "
"Morris Peterson",4550000,2007,2006,"TOR","Toronto Raptors "
"Andrea Bargnani",4501200,2007,2006,"TOR","Toronto Raptors "
"Alvin Williams",4483516,2007,2006,"TOR","Toronto Raptors "
"Chris Bosh",4235220,2007,2006,"TOR","Toronto Raptors "
"Alonzo Mourning",4225433,2007,2006,"TOR","Toronto Raptors "
"Anthony Parker",4150000,2007,2006,"TOR","Toronto Raptors "
"Jorge Garbajosa",3750000,2007,2006,"TOR","Toronto Raptors "
"T.J. Ford",2929467,2007,2006,"TOR","Toronto Raptors "
"Juan Dixon",2550000,2007,2006,"TOR","Toronto Raptors "
"Jose Calderon",2333334,2007,2006,"TOR","Toronto Raptors "
"Kris Humphries",1703520,2007,2006,"TOR","Toronto Raptors "
"Joey Graham",1492440,2007,2006,"TOR","Toronto Raptors "
"Darrick Martin",1178348,2007,2006,"TOR","Toronto Raptors "
"Pape Sow",744551,2007,2006,"TOR","Toronto Raptors "
"Uros Slokar",412718,2007,2006,"TOR","Toronto Raptors "
"P.J. Tucker",412718,2007,2006,"TOR","Toronto Raptors "
"Robert Whaley",83026,2007,2006,"TOR","Toronto Raptors "
"Chris Bosh",12455000,2008,2007,"TOR","Toronto Raptors "
"T.J. Ford",8000000,2008,2007,"TOR","Toronto Raptors "
"Rasho Nesterovic",7840000,2008,2007,"TOR","Toronto Raptors "
"Jason Kapono",5356000,2008,2007,"TOR","Toronto Raptors "
"Andrea Bargnani",4838880,2008,2007,"TOR","Toronto Raptors "
"Alvin Williams",4516484,2008,2007,"TOR","Toronto Raptors "
"Anthony Parker",4350000,2008,2007,"TOR","Toronto Raptors "
"Jorge Garbajosa",4000000,2008,2007,"TOR","Toronto Raptors "
"Primoz Brezec",2750000,2008,2007,"TOR","Toronto Raptors "
"Kris Humphries",2522913,2008,2007,"TOR","Toronto Raptors "
"Jose Calderon",2471604,2008,2007,"TOR","Toronto Raptors "
"Carlos Delfino",1868141,2008,2007,"TOR","Toronto Raptors "
"Maceo Baston",1830000,2008,2007,"TOR","Toronto Raptors "
"Joey Graham",1596600,2008,2007,"TOR","Toronto Raptors "
"Darrick Martin",1219590,2008,2007,"TOR","Toronto Raptors "
"Jamario Moon",427163,2008,2007,"TOR","Toronto Raptors "
"Shawn Marion",17810000,2009,2008,"TOR","Toronto Raptors "
"Chris Bosh",14410581,2009,2008,"TOR","Toronto Raptors "
"Jose Calderon",7438018,2009,2008,"TOR","Toronto Raptors "
"Jason Kapono",5784480,2009,2008,"TOR","Toronto Raptors "
"Andrea Bargnani",5176440,2009,2008,"TOR","Toronto Raptors "
"Anthony Parker",4550000,2009,2008,"TOR","Toronto Raptors "
"Jorge Garbajosa",4350000,2009,2008,"TOR","Toronto Raptors "
"Marcus Banks",4260000,2009,2008,"TOR","Toronto Raptors "
"Kris Humphries",3200000,2009,2008,"TOR","Toronto Raptors "
"Joey Graham",2449184,2009,2008,"TOR","Toronto Raptors "
"Patrick O\'Bryant",1500000,2009,2008,"TOR","Toronto Raptors "
"Roko Ukic",1250000,2009,2008,"TOR","Toronto Raptors "
"Jake Voskuhl",826153,2009,2008,"TOR","Toronto Raptors "
"Nathan Jawai",442114,2009,2008,"TOR","Toronto Raptors "
"Chris Bosh",15779912,2010,2009,"TOR","Toronto Raptors "
"Hedo Turkoglu",9000000,2010,2009,"TOR","Toronto Raptors "
"Jose Calderon",8219009,2010,2009,"TOR","Toronto Raptors "
"Andrea Bargnani",6527491,2010,2009,"TOR","Toronto Raptors "
"Reggie Evans",4960000,2010,2009,"TOR","Toronto Raptors "
"Marcus Banks",4553793,2010,2009,"TOR","Toronto Raptors "
"Jarrett Jack",4500000,2010,2009,"TOR","Toronto Raptors "
"Amir Johnson",3666666,2010,2009,"TOR","Toronto Raptors "
"DeMar DeRozan",2282640,2010,2009,"TOR","Toronto Raptors "
"Antoine Wright",2110550,2010,2009,"TOR","Toronto Raptors "
"Rasho Nesterovic",1990000,2010,2009,"TOR","Toronto Raptors "
"Patrick O\'Bryant",1620000,2010,2009,"TOR","Toronto Raptors "
"Marco Belinelli",1547640,2010,2009,"TOR","Toronto Raptors "
"Sonny Weems",736420,2010,2009,"TOR","Toronto Raptors "
"Pops Mensah-Bonsu",242793,2010,2009,"TOR","Toronto Raptors "
"Quincy Douby",85519,2010,2009,"TOR","Toronto Raptors "
"Peja Stojakovic",14896000,2011,2010,"TOR","Toronto Raptors "
"Jose Calderon",9000000,2011,2010,"TOR","Toronto Raptors "
"Andrea Bargnani",8500000,2011,2010,"TOR","Toronto Raptors "
"Leandro Barbosa",7100000,2011,2010,"TOR","Toronto Raptors "
"Reggie Evans",5080000,2011,2010,"TOR","Toronto Raptors "
"Amir Johnson",5000000,2011,2010,"TOR","Toronto Raptors "
"Linas Kleiza",4995000,2011,2010,"TOR","Toronto Raptors "
"Julian Wright",2858057,2011,2010,"TOR","Toronto Raptors "
"DeMar DeRozan",2453880,2011,2010,"TOR","Toronto Raptors "
"Jerryd Bayless",2292600,2011,2010,"TOR","Toronto Raptors "
"Ed Davis",1919160,2011,2010,"TOR","Toronto Raptors "
"James Johnson",1713600,2011,2010,"TOR","Toronto Raptors "
"Alexis Ajinca",1467840,2011,2010,"TOR","Toronto Raptors "
"Joey Dorsey",854389,2011,2010,"TOR","Toronto Raptors "
"Sonny Weems",854389,2011,2010,"TOR","Toronto Raptors "
"Solomon Alabi",770000,2011,2010,"TOR","Toronto Raptors "
"Sundiata Gaines",89670,2011,2010,"TOR","Toronto Raptors "
"Trey Johnson",89670,2011,2010,"TOR","Toronto Raptors "
"Ronald Dupree",58393,2011,2010,"TOR","Toronto Raptors "
"Jose Calderon",9780992,2012,2011,"TOR","Toronto Raptors "
"Andrea Bargnani",9250000,2012,2011,"TOR","Toronto Raptors "
"Leandro Barbosa",7600000,2012,2011,"TOR","Toronto Raptors "
"Amir Johnson",5500000,2012,2011,"TOR","Toronto Raptors "
"Linas Kleiza",4605000,2012,2011,"TOR","Toronto Raptors "
"Jerryd Bayless",3042280,2012,2011,"TOR","Toronto Raptors "
"DeMar DeRozan",2625000,2012,2011,"TOR","Toronto Raptors "
"Aaron Gray",2500000,2012,2011,"TOR","Toronto Raptors "
"Ed Davis",2063040,2012,2011,"TOR","Toronto Raptors "
"James Johnson",1833120,2012,2011,"TOR","Toronto Raptors "
"Gary Forbes",1500000,2012,2011,"TOR","Toronto Raptors "
"Anthony Carter",1352181,2012,2011,"TOR","Toronto Raptors "
"Jamaal Magloire",1352181,2012,2011,"TOR","Toronto Raptors "
"Rasual Butler",1229255,2012,2011,"TOR","Toronto Raptors "
"Solomon Alabi",830000,2012,2011,"TOR","Toronto Raptors "
"Rudy Gay",16460538,2013,2012,"TOR","Toronto Raptors "
"Andrea Bargnani",10000000,2013,2012,"TOR","Toronto Raptors "
"Landry Fields",6250000,2013,2012,"TOR","Toronto Raptors "
"Amir Johnson",6000000,2013,2012,"TOR","Toronto Raptors "
"Kyle Lowry",5750000,2013,2012,"TOR","Toronto Raptors "
"Linas Kleiza",4600000,2013,2012,"TOR","Toronto Raptors "
"Jonas Valanciunas",3627720,2013,2012,"TOR","Toronto Raptors "
"DeMar DeRozan",3344250,2013,2012,"TOR","Toronto Raptors "
"Aaron Gray",2575000,2013,2012,"TOR","Toronto Raptors "
"Terrence Ross",2563320,2013,2012,"TOR","Toronto Raptors "
"Sebastian Telfair",1567500,2013,2012,"TOR","Toronto Raptors "
"John Lucas",1500000,2013,2012,"TOR","Toronto Raptors "
"Mickael Pietrus",1005097,2013,2012,"TOR","Toronto Raptors "
"Alan Anderson",885120,2013,2012,"TOR","Toronto Raptors "
"Quincy Acy",665000,2013,2012,"TOR","Toronto Raptors "
"Dominic McGuire",181018,2013,2012,"TOR","Toronto Raptors "
"DeMar DeRozan",9500000,2014,2013,"TOR","Toronto Raptors "
"Amir Johnson",6500000,2014,2013,"TOR","Toronto Raptors "
"Landry Fields",6250000,2014,2013,"TOR","Toronto Raptors "
"Kyle Lowry",6210000,2014,2013,"TOR","Toronto Raptors "
"Marcus Camby",4383773,2014,2013,"TOR","Toronto Raptors "
"Steve Novak",3750000,2014,2013,"TOR","Toronto Raptors "
"Jonas Valanciunas",3526440,2014,2013,"TOR","Toronto Raptors "
"Tyler Hansbrough",3183000,2014,2013,"TOR","Toronto Raptors "
"Aaron Gray",2690875,2014,2013,"TOR","Toronto Raptors "
"Terrence Ross",2678640,2014,2013,"TOR","Toronto Raptors "
"Quentin Richardson",1399507,2014,2013,"TOR","Toronto Raptors "
"D.J. Augustin",1267000,2014,2013,"TOR","Toronto Raptors "
"Austin Daye",947907,2014,2013,"TOR","Toronto Raptors "
"Quincy Acy",788872,2014,2013,"TOR","Toronto Raptors "
"Kyle Lowry",12000000,2015,2014,"TOR","Toronto Raptors "
"DeMar DeRozan",9500000,2015,2014,"TOR","Toronto Raptors "
"Amir Johnson",7000000,2015,2014,"TOR","Toronto Raptors "
"Greivis Vasquez",6400000,2015,2014,"TOR","Toronto Raptors "
"Landry Fields",6250000,2015,2014,"TOR","Toronto Raptors "
"Chuck Hayes",5958750,2015,2014,"TOR","Toronto Raptors "
"Patrick Patterson",5831326,2015,2014,"TOR","Toronto Raptors "
"Lou Williams",5450000,2015,2014,"TOR","Toronto Raptors "
"Jonas Valanciunas",3678360,2015,2014,"TOR","Toronto Raptors "
"Tyler Hansbrough",3326235,2015,2014,"TOR","Toronto Raptors "
"Terrence Ross",2793960,2015,2014,"TOR","Toronto Raptors "
"James Johnson",2500000,2015,2014,"TOR","Toronto Raptors "
"Lucas Nogueira",1762680,2015,2014,"TOR","Toronto Raptors "
"Bruno Caboclo",1458360,2015,2014,"TOR","Toronto Raptors "
"Greg Stiemsma",981084,2015,2014,"TOR","Toronto Raptors "
"Marcus Camby",646609,2015,2014,"TOR","Toronto Raptors "
"Will Cherry",25000,2015,2014,"TOR","Toronto Raptors "
"DeMarre Carroll",13500000,2016,2015,"TOR","Toronto Raptors "
"Kyle Lowry",12000000,2016,2015,"TOR","Toronto Raptors "
"DeMar DeRozan",9500000,2016,2015,"TOR","Toronto Raptors "
"Cory Joseph",7000000,2016,2015,"TOR","Toronto Raptors "
"Patrick Patterson",6268675,2016,2015,"TOR","Toronto Raptors "
"Jonas Valanciunas",4660482,2016,2015,"TOR","Toronto Raptors "
"Terrence Ross",3553917,2016,2015,"TOR","Toronto Raptors "
"Bismack Biyombo",3000000,2016,2015,"TOR","Toronto Raptors "
"Luis Scola",3000000,2016,2015,"TOR","Toronto Raptors "
"James Johnson",2500000,2016,2015,"TOR","Toronto Raptors "
"Lucas Nogueira",1842000,2016,2015,"TOR","Toronto Raptors "
"Bruno Caboclo",1524000,2016,2015,"TOR","Toronto Raptors "
"Delon Wright",1509360,2016,2015,"TOR","Toronto Raptors "
"Anthony Bennett",947276,2016,2015,"TOR","Toronto Raptors "
"Norman Powell",650000,2016,2015,"TOR","Toronto Raptors "
"Jason Thompson",328955,2016,2015,"TOR","Toronto Raptors "
"Ronald Roberts",75000,2016,2015,"TOR","Toronto Raptors "
"Shannon Scott",25000,2016,2015,"TOR","Toronto Raptors "
"Axel Toupane",25000,2016,2015,"TOR","Toronto Raptors "
"Michale Kyser",25000,2016,2015,"TOR","Toronto Raptors "
"DeMar DeRozan",26540100,2017,2016,"TOR","Toronto Raptors "
"Jonas Valanciunas",14382022,2017,2016,"TOR","Toronto Raptors "
"DeMarre Carroll",14200000,2017,2016,"TOR","Toronto Raptors "
"Serge Ibaka",12250000,2017,2016,"TOR","Toronto Raptors "
"Kyle Lowry",12000000,2017,2016,"TOR","Toronto Raptors "
"Cory Joseph",7330000,2017,2016,"TOR","Toronto Raptors "
"Patrick Patterson",6050000,2017,2016,"TOR","Toronto Raptors "
"P.J. Tucker",5300000,2017,2016,"TOR","Toronto Raptors "
"Jakob Poeltl",2703960,2017,2016,"TOR","Toronto Raptors "
"Lucas Nogueira",1921320,2017,2016,"TOR","Toronto Raptors "
"Bruno Caboclo",1589640,2017,2016,"TOR","Toronto Raptors "
"Delon Wright",1577280,2017,2016,"TOR","Toronto Raptors "
"Pascal Siakam",1196040,2017,2016,"TOR","Toronto Raptors "
"Norman Powell",874636,2017,2016,"TOR","Toronto Raptors "
"Fred VanVleet",543471,2017,2016,"TOR","Toronto Raptors "
"Brady Heslip",56500,2017,2016,"TOR","Toronto Raptors "
"E.J. Singler",50000,2017,2016,"TOR","Toronto Raptors "
"Yanick Moreira",50000,2017,2016,"TOR","Toronto Raptors "
"Jarrod Uthoff",50000,2017,2016,"TOR","Toronto Raptors "
"Kyle Lowry",28703704,2018,2017,"TOR","Toronto Raptors "
"DeMar DeRozan",27739975,2018,2017,"TOR","Toronto Raptors "
"Serge Ibaka",20061729,2018,2017,"TOR","Toronto Raptors "
"Jonas Valanciunas",15460675,2018,2017,"TOR","Toronto Raptors "
"C.J. Miles",7936509,2018,2017,"TOR","Toronto Raptors "
"Lucas Nogueira",2947305,2018,2017,"TOR","Toronto Raptors "
"Jakob Poeltl",2825640,2018,2017,"TOR","Toronto Raptors "
"Bruno Caboclo",2451225,2018,2017,"TOR","Toronto Raptors "
"OG Anunoby",1645200,2018,2017,"TOR","Toronto Raptors "
"Delon Wright",1645200,2018,2017,"TOR","Toronto Raptors "
"Norman Powell",1471382,2018,2017,"TOR","Toronto Raptors "
"Pascal Siakam",1312611,2018,2017,"TOR","Toronto Raptors "
"Fred VanVleet",1312611,2018,2017,"TOR","Toronto Raptors "
"Justin Hamilton",1000000,2018,2017,"TOR","Toronto Raptors "
"Alfonzo McKinnie",815615,2018,2017,"TOR","Toronto Raptors "
"K.J. McDaniels",100000,2018,2017,"TOR","Toronto Raptors "
"Karl Malone",2260000,1991,1990,"UTA","Utah Jazz"
"Mark Eaton",2000000,1991,1990,"UTA","Utah Jazz"
"John Stockton",2000000,1991,1990,"UTA","Utah Jazz"
"Thurl Bailey",1000000,1991,1990,"UTA","Utah Jazz"
"Jeff Malone",915000,1991,1990,"UTA","Utah Jazz"
"Darrell Griffith",850000,1991,1990,"UTA","Utah Jazz"
"Mike Brown",650000,1991,1990,"UTA","Utah Jazz"
"Blue Edwards",360000,1991,1990,"UTA","Utah Jazz"
"Walter Palmer",225000,1991,1990,"UTA","Utah Jazz"
"Delaney Rudd",215000,1991,1990,"UTA","Utah Jazz"
"Andy Toolson",120000,1991,1990,"UTA","Utah Jazz"
"Ken Bannister",50000,1991,1990,"UTA","Utah Jazz"
"Tony Brown",50000,1991,1990,"UTA","Utah Jazz"
"Karl Malone",2556000,1992,1991,"UTA","Utah Jazz"
"John Stockton",2100000,1992,1991,"UTA","Utah Jazz"
"Jeff Malone",1580000,1992,1991,"UTA","Utah Jazz"
"Mark Eaton",1333000,1992,1991,"UTA","Utah Jazz"
"Mike Brown",1175000,1992,1991,"UTA","Utah Jazz"
"Tyrone Corbin",922000,1992,1991,"UTA","Utah Jazz"
"Darrell Griffith",850000,1992,1991,"UTA","Utah Jazz"
"Eric Murdock",600000,1992,1991,"UTA","Utah Jazz"
"Blue Edwards",390000,1992,1991,"UTA","Utah Jazz"
"Walter Palmer",275000,1992,1991,"UTA","Utah Jazz"
"Andy Toolson",250000,1992,1991,"UTA","Utah Jazz"
"Delaney Rudd",240000,1992,1991,"UTA","Utah Jazz"
"David Benoit",230000,1992,1991,"UTA","Utah Jazz"
"Isaac Austin",130000,1992,1991,"UTA","Utah Jazz"
"Corey Crowder",130000,1992,1991,"UTA","Utah Jazz"
"Karl Malone",2854000,1993,1992,"UTA","Utah Jazz"
"John Stockton",2200000,1993,1992,"UTA","Utah Jazz"
"Jeff Malone",1980000,1993,1992,"UTA","Utah Jazz"
"Jay Humphries",1800000,1993,1992,"UTA","Utah Jazz"
"Mark Eaton",1333000,1993,1992,"UTA","Utah Jazz"
"Mike Brown",1275000,1993,1992,"UTA","Utah Jazz"
"Tyrone Corbin",1100000,1993,1992,"UTA","Utah Jazz"
"Larry Krystkowiak",605000,1993,1992,"UTA","Utah Jazz"
"Isaac Austin",400000,1993,1992,"UTA","Utah Jazz"
"David Benoit",300000,1993,1992,"UTA","Utah Jazz"
"Corey Crowder",250000,1993,1992,"UTA","Utah Jazz"
"John Crotty",140000,1993,1992,"UTA","Utah Jazz"
"Stephen Howard",140000,1993,1992,"UTA","Utah Jazz"
"Tim Legler",140000,1993,1992,"UTA","Utah Jazz"
"Karl Malone",3081000,1994,1993,"UTA","Utah Jazz"
"John Stockton",2400000,1994,1993,"UTA","Utah Jazz"
"Jeff Malone",2380000,1994,1993,"UTA","Utah Jazz"
"Jay Humphries",1800000,1994,1993,"UTA","Utah Jazz"
"Felton Spencer",1581000,1994,1993,"UTA","Utah Jazz"
"Tyrone Corbin",1400000,1994,1993,"UTA","Utah Jazz"
"Mark Eaton",1333000,1994,1993,"UTA","Utah Jazz"
"David Benoit",810000,1994,1993,"UTA","Utah Jazz"
"Luther Wright",650000,1994,1993,"UTA","Utah Jazz"
"Tom Chambers",605000,1994,1993,"UTA","Utah Jazz"
"Isaac Austin",450000,1994,1993,"UTA","Utah Jazz"
"John Crotty",200000,1994,1993,"UTA","Utah Jazz"
"Walter Bond",150000,1994,1993,"UTA","Utah Jazz"
"Bryon Russell",150000,1994,1993,"UTA","Utah Jazz"
"Karl Malone",3378800,1995,1994,"UTA","Utah Jazz"
"John Stockton",2600000,1995,1994,"UTA","Utah Jazz"
"Jeff Hornacek",2121400,1995,1994,"UTA","Utah Jazz"
"Jay Humphries",1900000,1995,1994,"UTA","Utah Jazz"
"Felton Spencer",1881250,1995,1994,"UTA","Utah Jazz"
"Tom Chambers",1700000,1995,1994,"UTA","Utah Jazz"
"Adam Keefe",1500000,1995,1994,"UTA","Utah Jazz"
"David Benoit",1000000,1995,1994,"UTA","Utah Jazz"
"Luther Wright",845000,1995,1994,"UTA","Utah Jazz"
"Antoine Carr",666600,1995,1994,"UTA","Utah Jazz"
"Bryon Russell",265000,1995,1994,"UTA","Utah Jazz"
"John Crotty",250000,1995,1994,"UTA","Utah Jazz"
"Jamie Watson",150000,1995,1994,"UTA","Utah Jazz"
"Walter Bond",57900,1995,1994,"UTA","Utah Jazz"
"Karl Malone",3676000,1996,1995,"UTA","Utah Jazz"
"John Stockton",2800000,1996,1995,"UTA","Utah Jazz"
"Antoine Carr",2525000,1996,1995,"UTA","Utah Jazz"
"Chris Morris",2500000,1996,1995,"UTA","Utah Jazz"
"Felton Spencer",2181000,1996,1995,"UTA","Utah Jazz"
"Jeff Hornacek",2121000,1996,1995,"UTA","Utah Jazz"
"Adam Keefe",1650000,1996,1995,"UTA","Utah Jazz"
"David Benoit",1200000,1996,1995,"UTA","Utah Jazz"
"Jamie Watson",1000000,1996,1995,"UTA","Utah Jazz"
"Greg Ostertag",498000,1996,1995,"UTA","Utah Jazz"
"Greg Foster",350000,1996,1995,"UTA","Utah Jazz"
"Andy Toolson",310000,1996,1995,"UTA","Utah Jazz"
"Bryon Russell",300000,1996,1995,"UTA","Utah Jazz"
"John Stockton",6000000,1997,1996,"UTA","Utah Jazz"
"Karl Malone",4657000,1997,1996,"UTA","Utah Jazz"
"Chris Morris",2500000,1997,1996,"UTA","Utah Jazz"
"Jeff Hornacek",2396000,1997,1996,"UTA","Utah Jazz"
"Antoine Carr",2300000,1997,1996,"UTA","Utah Jazz"
"Adam Keefe",1950000,1997,1996,"UTA","Utah Jazz"
"Kenny Gattison",1450000,1997,1996,"UTA","Utah Jazz"
"Brooks Thompson",1118000,1997,1996,"UTA","Utah Jazz"
"Jamie Watson",1000000,1997,1996,"UTA","Utah Jazz"
"Greg Ostertag",573000,1997,1996,"UTA","Utah Jazz"
"Greg Foster",420000,1997,1996,"UTA","Utah Jazz"
"Bryon Russell",385000,1997,1996,"UTA","Utah Jazz"
"Howard Eisley",298000,1997,1996,"UTA","Utah Jazz"
"Shandon Anderson",220000,1997,1996,"UTA","Utah Jazz"
"Karl Malone",5118578,1998,1997,"UTA","Utah Jazz"
"John Stockton",5000000,1998,1997,"UTA","Utah Jazz"
"Jeff Hornacek",4195000,1998,1997,"UTA","Utah Jazz"
"Chris Morris",3000000,1998,1997,"UTA","Utah Jazz"
"Bryon Russell",2857144,1998,1997,"UTA","Utah Jazz"
"Adam Keefe",2300000,1998,1997,"UTA","Utah Jazz"
"Antoine Carr",1600000,1998,1997,"UTA","Utah Jazz"
"Howard Eisley",1240000,1998,1997,"UTA","Utah Jazz"
"Shandon Anderson",1200000,1998,1997,"UTA","Utah Jazz"
"Greg Ostertag",647400,1998,1997,"UTA","Utah Jazz"
"Jacque Vaughn",601320,1998,1997,"UTA","Utah Jazz"
"Greg Foster",504000,1998,1997,"UTA","Utah Jazz"
"Troy Hudson",242000,1998,1997,"UTA","Utah Jazz"
"Karl Malone",6142000,1999,1998,"UTA","Utah Jazz"
"Greg Ostertag",4333000,1999,1998,"UTA","Utah Jazz"
"John Stockton",4000000,1999,1998,"UTA","Utah Jazz"
"Jeff Hornacek",3455000,1999,1998,"UTA","Utah Jazz"
"Bryon Russell",3428000,1999,1998,"UTA","Utah Jazz"
"Adam Keefe",2650000,1999,1998,"UTA","Utah Jazz"
"Todd Fuller",1461000,1999,1998,"UTA","Utah Jazz"
"Howard Eisley",1400000,1999,1998,"UTA","Utah Jazz"
"Shandon Anderson",1300000,1999,1998,"UTA","Utah Jazz"
"Thurl Bailey",850000,1999,1998,"UTA","Utah Jazz"
"Jacque Vaughn",691560,1999,1998,"UTA","Utah Jazz"
"Greg Foster",588000,1999,1998,"UTA","Utah Jazz"
"Karl Malone",15750000,2001,2000,"UTA","Utah Jazz"
"John Stockton",11000000,2001,2000,"UTA","Utah Jazz"
"Donyell Marshall",5630000,2001,2000,"UTA","Utah Jazz"
"Greg Ostertag",5200000,2001,2000,"UTA","Utah Jazz"
"Bryon Russell",4570000,2001,2000,"UTA","Utah Jazz"
"John Starks",2250000,2001,2000,"UTA","Utah Jazz"
"Olden Polynice",2200000,2001,2000,"UTA","Utah Jazz"
"Jacque Vaughn",1500000,2001,2000,"UTA","Utah Jazz"
"Danny Manning",1200000,2001,2000,"UTA","Utah Jazz"
"Quincy Lewis",1000440,2001,2000,"UTA","Utah Jazz"
"DeShawn Stevenson",828120,2001,2000,"UTA","Utah Jazz"
"John Crotty",800000,2001,2000,"UTA","Utah Jazz"
"David Benoit",736000,2001,2000,"UTA","Utah Jazz"
"Scott Padgett",730800,2001,2000,"UTA","Utah Jazz"
"Bruno Sundov",498500,2001,2000,"UTA","Utah Jazz"
"Karl Malone",17500000,2002,2001,"UTA","Utah Jazz"
"John Stockton",7000000,2002,2001,"UTA","Utah Jazz"
"Greg Ostertag",6933328,2002,2001,"UTA","Utah Jazz"
"Donyell Marshall",6510000,2002,2001,"UTA","Utah Jazz"
"Bryon Russell",5142857,2002,2001,"UTA","Utah Jazz"
"John Starks",2475000,2002,2001,"UTA","Utah Jazz"
"John Amaechi",2175000,2002,2001,"UTA","Utah Jazz"
"Quincy Lewis",1070280,2002,2001,"UTA","Utah Jazz"
"John Crotty",1000000,2002,2001,"UTA","Utah Jazz"
"DeShawn Stevenson",890280,2002,2001,"UTA","Utah Jazz"
"Andrei Kirilenko",831120,2002,2001,"UTA","Utah Jazz"
"Scott Padgett",781680,2002,2001,"UTA","Utah Jazz"
"Jarron Collins",332817,2002,2001,"UTA","Utah Jazz"
"Karl Malone",19250000,2003,2002,"UTA","Utah Jazz"
"John Stockton",7875000,2003,2002,"UTA","Utah Jazz"
"Greg Ostertag",7799996,2003,2002,"UTA","Utah Jazz"
"Matt Harpring",4000000,2003,2002,"UTA","Utah Jazz"
"John Amaechi",2392500,2003,2002,"UTA","Utah Jazz"
"Jarron Collins",1150000,2003,2002,"UTA","Utah Jazz"
"Curtis Borchardt",1113720,2003,2002,"UTA","Utah Jazz"
"Mark Jackson",1030000,2003,2002,"UTA","Utah Jazz"
"Donyell Marshall",1000000,2003,2002,"UTA","Utah Jazz"
"Calbert Cheaney",1000000,2003,2002,"UTA","Utah Jazz"
"DeShawn Stevenson",952320,2003,2002,"UTA","Utah Jazz"
"Andrei Kirilenko",893400,2003,2002,"UTA","Utah Jazz"
"Tony Massenburg",741098,2003,2002,"UTA","Utah Jazz"
"Scott Padgett",612435,2003,2002,"UTA","Utah Jazz"
"Raul Lopez",578160,2003,2002,"UTA","Utah Jazz"
"Carlos Arroyo",546000,2003,2002,"UTA","Utah Jazz"
